,movieid,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1
10391,4441,88028,96569,78557,96227,76291,109359,8705,106214,111587,81398,108046,117572,111946,89016,82641,116429,7220,44582,110603,60941
10392,4443,53406,100141,81398,66352,89016,88028,2367,82641,6562,8812,70048,83558,5221,96227,1117,59336,2649,98162,91981,44582
10393,4444,4441,108046,60941,88028,122851,78557,8812,98162,109359,1526,83337,108156,2123,119950,2949,112640,106460,71444,82641,26724
10394,4445,53133,2565,8741,588,104076,58452,96069,86815,95705,7340,130066,111659,82711,82235,26346,131122,626,6404,110765,105463
10395,4446,1907,2643,26483,103042,1495,26724,71057,48,1282,6889,124867,70282,110508,3889,7374,8830,1214,5459,1917,2641
10396,4447,128622,99539,80586,5685,26346,68244,691,6404,117586,7567,58452,5188,8748,6940,2155,90576,53133,230,2565,129857
10397,4448,4200,60941,2123,4990,4162,6889,59016,783,52287,95875,112640,88028,3895,88672,5867,92829,6994,106450,82641,26724
10398,4450,88672,8812,66302,104179,114678,5161,230,3481,201,8598,84234,116203,5221,2893,3895,102880,335,94900,101952,3004
10399,4452,89545,3613,6838,2487,57041,108579,45531,112175,5837,71141,91749,2803,7035,4572,83158,121376,125085,61707,76173,91896
10400,4456,4579,131070,8518,111303,1749,8812,25788,86785,116913,8530,60546,80586,88593,113374,915,5831,6202,4403,80295,6699
10401,4460,108156,101952,5094,129337,6012,129348,113370,5040,1216,5653,77682,79929,5985,88672,25890,89774,116600,4631,80779,47918
10402,4462,96655,4960,5653,3199,120280,89598,81152,1579,3920,5271,2392,103010,116487,129907,78637,4154,5397,8689,3221,89769
10403,4464,5221,5802,117572,59922,96569,6452,108427,1360,84252,86337,93939,78557,88028,94419,55245,1807,7759,81788,121451,26101
10404,4465,4067,87047,64900,58381,86495,107161,3225,90960,7181,87010,84450,104847,96302,89016,4108,68288,96710,117905,1925,8895
10405,4466,95875,2687,85770,4853,6889,2123,2402,1566,4990,1907,648,2916,79139,87446,45517,1216,5247,71810,83613,115565
10406,4467,50641,5985,108156,6546,47918,1216,5094,5040,77896,108953,96131,60106,89222,69195,100882,129348,117752,4164,116539,1587
10407,4469,58452,113073,99539,129857,230,130066,26346,691,98067,1896,906,81788,66295,88028,3857,263,47165,112066,128622,115531
10408,4470,8812,96227,48530,8505,79838,55782,68524,129522,85691,61646,85910,25970,66302,26691,6286,91914,129814,61695,87356,98797
10409,4471,106214,6546,4579,60827,7357,117752,2847,939,123,47918,101079,119950,56432,5170,117572,5802,7249,91337,6531,126150
10410,4472,86815,1907,588,6404,99721,94969,77682,8741,72936,8748,75940,85453,91974,53133,93504,130066,6940,47165,5145,4764
10411,4473,59315,2123,5221,60941,64784,81398,114400,102125,76238,5985,50923,83337,108046,88028,122851,82711,74799,459,112640,101640
10412,4474,1227,8748,54780,5375,1363,5422,3326,93210,1417,48035,92264,6492,3466,1216,50970,362,68486,100368,3685,26388
10413,4475,3339,3811,108014,1233,5747,6457,2427,77596,73117,6854,65216,47907,1178,5001,26142,72178,5899,77240,3143,92234
10414,4476,26707,127001,125481,6528,5837,104331,79473,65011,90876,98032,82680,73778,8952,80337,201,83264,82356,106214,85213,26125
10415,4477,83300,60289,86298,3608,5618,2135,5629,81637,53460,204,94833,90823,7452,121451,105468,2123,101262,129784,112610,813
10416,4478,73117,8781,8693,502,8679,1398,85894,55253,63629,49746,25897,104563,6431,48032,108046,125483,122756,64032,66006,50064
10417,4479,100141,8900,1117,95352,111946,88028,8812,4122,112800,89016,92600,83558,2123,54978,259,65603,110326,114376,60941,8689
10418,4480,26582,113071,87446,3770,77896,119,2687,1334,58452,26698,105948,73513,1909,100579,588,117358,91500,6500,44022,70824
10419,4482,84252,88028,117527,5221,26346,109524,8748,73117,113374,77353,117586,4122,82711,48127,128622,121055,69429,5145,83558,86002
10420,4483,8705,83337,59315,8900,638,86316,129337,65277,84770,2053,47793,73240,8934,3306,5900,70817,626,7229,50923,98378
10421,4484,112062,53133,2943,26346,2155,915,100275,88382,89678,71693,70661,83158,86785,102127,104406,96401,117527,95705,115531,101243
10422,4485,6779,101415,87059,1526,8949,5278,117586,64900,112946,73117,98217,109359,92062,127001,108078,7750,2331,6318,26117,111046
10423,4486,5162,86316,71693,88339,8812,6580,83558,5485,3306,95875,110326,81142,7127,98378,6311,8705,88593,98911,131250,117527
10424,4487,105709,5941,3903,4564,4495,1398,116710,691,6556,91805,656,74886,44193,79580,2777,129857,626,82167,8679,87589
10425,4488,2687,1907,4853,6889,73017,86815,3761,364,588,709,1566,1918,42,4351,20,115565,103249,783,87446,70064
10426,4489,588,95875,50806,3481,86298,87867,1566,3259,108156,57951,93,3821,53121,79580,52287,104076,73117,122,2123,3895
10427,4490,45517,54272,8748,108156,113232,5187,87446,114678,8701,84252,2949,72936,5804,104076,5221,4990,1500,26388,2340,72692
10428,4492,1907,6889,45517,95875,97988,86298,104076,588,4016,83613,3770,6659,70336,4990,2687,121477,107232,98239,1566,709
10429,4493,63458,6659,89072,4985,1255,4990,55782,8830,121477,273,8811,116758,7304,70661,4695,3013,7202,120102,62956,104677
10430,4494,95875,104076,6889,1907,588,4016,4990,709,3821,6659,2123,63458,95151,2687,97988,1566,5218,364,103249,783
10431,4495,26108,129857,131122,106336,5685,58452,129784,691,26346,26707,117527,95705,86785,119303,71688,73117,99539,79590,124657,130066
10432,4496,3895,60941,85770,7193,116913,95875,2123,86880,783,6476,4016,129522,104076,88672,82667,99600,84601,3778,7098,52724
10433,4497,103883,5252,127292,109684,4735,70064,2803,185,26724,4593,104085,53766,71135,56003,67197,25788,96200,109713,442,85894
10434,4498,4945,2687,115565,6889,4855,95875,85770,56775,2123,73876,70064,109850,4957,46530,3788,5326,1377,105468,95510,110553
10435,4499,6838,69748,91179,122859,2803,5487,2128,85175,3196,2380,4701,85213,26117,74017,2302,368,80590,2097,4129,93970
10436,4500,7567,6580,5106,58381,86442,126184,82337,87589,83560,5284,119,5271,5485,120102,128622,5465,2165,696,26707,3626
10437,4501,131122,112640,26724,50641,60289,2123,3821,7316,626,5106,78703,5837,130520,158,119147,2044,4990,101350,66240,121797
10438,4502,45517,1566,72692,4990,6889,1,709,2123,239,104076,63329,8834,626,2687,813,2053,87867,783,115687,317
10439,4503,8812,106214,1940,1216,4184,43899,98162,53406,2123,26101,78715,5802,61467,8705,84446,94681,66352,83558,82641,111946
10440,4504,57041,91805,6838,5106,86442,4677,73224,47028,145,2123,5629,78637,131250,4673,83803,85316,69748,2051,119182,93928
10441,4505,100270,837,119147,8812,2943,6052,1236,112066,5106,72344,111040,99,7220,47165,691,80487,115556,47868,99539,101079
10442,4506,2906,96401,83158,422,110673,95705,3206,54372,116742,6940,107577,88028,230,95600,58452,915,6570,81788,99539,7061
10443,4507,26346,86671,110765,117572,915,84252,130066,95705,339,6404,691,98067,71688,117586,131122,8748,2492,5221,116859,55245
10444,4508,2687,86815,84238,6889,71416,783,1907,83264,51933,99246,364,7375,108046,105709,128677,101952,109592,55292,5218,709
10445,4509,69448,88028,94280,2423,106214,26707,98162,87796,7378,99389,108156,90960,915,79590,114376,71444,104331,3778,116539,73240
10446,4510,8705,8900,90668,111946,76173,88028,104392,7752,129348,96569,82641,98162,121451,108046,83337,95591,116539,8812,78557,71444
10447,4511,8705,83337,8900,5256,108046,113374,50923,47793,4990,57709,59315,88339,129337,26189,112640,124657,2053,71444,111587,70817
10448,4512,87446,1566,6889,1907,588,2687,52287,45517,4016,783,86298,364,709,5804,8748,95875,97913,2123,70366,85770
10449,4513,447,5071,129784,88382,86785,99539,8812,107577,131122,115998,79590,26119,95705,118262,2565,4631,117572,115531,109203,109359
10450,4514,117527,58452,95705,108499,130066,129784,100161,626,53133,131122,81658,88028,25931,110765,81788,98217,119,99539,3537,112640
10451,4515,96894,47918,88106,117752,6546,94280,83332,73826,3680,50253,79029,101904,127831,50641,4579,80779,5120,939,60106,79824
10452,4516,8812,107445,1749,3004,6562,4023,5485,7915,77353,78557,109359,106214,89554,43899,126571,129348,69448,116539,7753,1592
10453,4517,3102,112171,116913,109359,1841,78097,129435,2123,80295,60941,6991,66352,6344,83232,1767,106214,54826,113216,49035,58373
10454,4518,8748,109199,837,3857,119,50641,71404,74545,112066,117586,52806,131122,92422,5213,90561,125507,2377,110673,8830,691
10455,4519,1566,588,2141,1907,2123,709,6889,2687,97913,104076,364,5218,87446,596,115943,783,63859,95193,81637,631
10456,4520,128546,106214,82097,110326,26448,3004,8812,83337,107958,6202,121451,7752,1749,117586,7378,79590,100141,86345,460,26691
10457,4521,108156,786,2687,78557,2123,90960,92096,95705,110503,3895,95875,88028,2803,85770,82641,89774,7621,109359,109569,7193
10458,4522,5966,131122,86785,2943,91223,95705,8812,8705,45134,1475,915,1841,98217,92182,85440,76291,81788,83337,87796,5518
10459,4523,91128,98200,5174,54272,6450,2701,45517,98376,2123,2522,90424,58,6205,7625,61818,8848,87197,63310,3565,94280
10460,4524,1566,4764,6404,3584,91805,4990,111659,104076,8748,2822,2687,59333,43930,588,5786,564,6570,95875,55245,626
10461,4525,65660,8809,101642,1841,85770,2123,104076,66352,52724,98162,104807,106460,83337,110116,25871,89126,96569,106214,8689,8705
10462,4526,130066,93504,53161,95705,98797,915,58452,83158,129857,115531,98217,6940,117527,104406,4393,111266,73170,86785,131122,8943
10463,4527,81398,71688,83337,2123,108046,106214,88061,1117,128622,60411,4535,121451,98217,117478,8705,71444,88028,64784,462,6562
10464,4528,4853,77364,47306,53737,87975,4758,107543,1396,60941,782,3505,100312,114662,2414,78757,26681,6809,89753,111587,3197
10465,4529,45517,575,73117,87446,52245,364,88356,83264,119,588,709,1566,1907,4886,6889,5001,2687,2701,6779,76269
10466,4530,6209,128578,116539,8812,121451,91805,82641,43899,88028,104392,112800,106214,53406,459,110627,116487,2123,60941,83337,119950
10467,4531,101640,95875,4853,70817,108156,626,2123,6994,45517,109850,25879,4946,4990,7229,76238,7004,104231,4162,59016,69136
10468,4532,85686,96281,4533,126084,6659,47384,112788,117478,86778,113374,6838,7567,6872,83264,113348,7846,50641,104847,1255,4665
10469,4533,6889,783,709,45517,8531,2123,1907,84637,588,4990,2687,95875,364,1566,105468,4886,1,4162,8878,4016
10470,4534,47918,106214,53554,5802,4962,5040,98755,6546,61695,94015,86785,87785,76238,1216,89002,3045,8933,5170,119182,89222
10471,4535,106214,26448,121451,2123,83337,8705,73117,88028,86316,8812,89774,5221,1006,82641,117586,460,98217,111946,91805,96870
10472,4536,106214,2123,88028,5518,65660,6202,460,90965,3672,61467,110603,47940,8812,71444,26448,108046,6562,1117,128578,78557
10473,4537,82631,5071,82902,101058,109771,915,114128,26125,70661,60231,66854,80586,103883,101285,111303,106214,100463,77210,81111,8530
10474,4538,83337,26235,5767,78170,43675,85175,4259,44100,1749,3626,8812,6531,77143,116487,49902,5904,6202,8790,5285,5120
10475,4539,78557,95875,1216,82235,626,8705,60941,43,2123,84446,96569,111659,88672,7738,108156,79830,70157,114945,8748,1585
10476,4540,50583,77538,109173,98217,131122,49902,7752,110765,78295,3264,7316,101262,112423,108156,86785,76291,85007,86778,2331,89016
10477,4541,95875,99539,6838,86298,1232,8830,52287,115556,62250,3770,126562,7098,1978,906,130578,3895,99014,103249,112753,85056
10478,4542,59947,1918,4853,2402,2701,4934,90424,54067,46910,1429,2414,5521,59016,43267,117630,3710,1004,5968,20,521
10479,4543,4677,95875,85770,1687,8830,4853,86298,57526,87446,65682,6889,1566,57951,23,92829,2687,73017,85056,8972,115565
10480,4544,4545,2498,6204,205,66352,460,86541,88028,505,2123,700,102749,26502,122300,44155,129784,71688,4990,72209,128944
10481,4545,71688,117572,460,106214,86298,2123,117527,82711,26448,84446,71444,108046,8812,124867,69748,66352,120132,2044,121451,2709
10482,4546,80295,82235,60941,95705,26108,73117,8741,106064,131122,4631,626,55555,8870,89016,96302,71693,97823,1749,115556,2943
10483,4547,60941,88028,96227,83337,4853,4631,3505,48899,78557,111946,4441,66302,7204,638,6318,83424,96569,111587,84446,8812
10484,4548,53466,73017,4853,85770,43836,7193,8596,26698,8773,92829,74161,4677,5803,145,7007,95875,1918,26220,5027,588
10485,4549,8705,106214,130066,95600,6293,100463,112753,92106,131070,96569,2472,3554,5465,8673,105084,8812,101415,86442,119929,47868
10486,4550,55073,8875,8757,124657,5927,5945,126290,95600,5354,77682,26119,117752,69448,111632,691,45175,81788,7249,26101,95705
10487,4551,86815,50641,2331,86785,111632,98797,6546,58452,117752,47165,72587,5802,117551,54193,92264,108499,77682,5966,7567,110765
10488,4552,1570,114565,72923,93970,76173,46912,104813,69448,84799,113126,5744,65682,204,5837,7134,130508,82017,101747,75362,2399
10489,4553,95875,71057,109359,426,4990,3770,100579,2649,2916,8830,1591,130356,70305,558,4521,101989,95796,26148,52806,6889
10490,4554,2687,1907,1566,6889,86815,588,4200,783,364,67252,25879,4853,87446,73017,78461,76303,1799,2875,103249,4329
10491,4555,127001,26346,106214,6570,80570,89000,121300,8809,72142,4184,58494,8541,4259,82167,108046,110968,8748,8812,2943,83756
10492,4556,53161,74547,83558,26191,116913,230,99238,3102,130066,109524,4694,6940,82631,81658,97688,80295,71693,1896,26346,117752
10493,4557,121451,8809,91333,116539,101579,71416,43899,108046,8812,8530,7775,117863,5671,6128,98911,97866,100270,6610,106214,113378
10494,4558,90561,6048,92600,8541,88518,565,85894,6734,7354,3148,129432,5599,65603,130586,55782,26123,82097,26707,986,6033
10495,4559,81751,7147,84799,44195,110673,5892,317,5837,95510,4462,120102,1363,7012,128985,68653,6764,114707,5303,3708,2392
10496,4560,5094,71057,4238,1377,95875,459,26172,4990,90603,85056,69821,4162,88028,99014,98239,106210,85576,85770,45576,1547
10497,4561,8812,106214,124657,8705,56715,104374,82235,81142,98378,131250,125387,3004,97823,57269,26101,69748,5767,110116,6412,6322
10498,4562,8900,60941,83337,111946,86316,88028,3895,108046,626,81398,2123,70128,71638,8705,96227,116181,908,6318,76291,121735
10499,4563,8705,59315,2649,129348,96569,26724,83337,4142,2123,89016,92106,47871,85440,94777,108046,50923,2053,84799,5170,638
10500,4564,104076,25890,3821,111659,2123,86815,55245,6889,78557,783,114945,95875,108046,626,1216,111329,57709,87867,45517,5145
10501,4565,2123,82641,5692,57692,86880,106460,79091,78557,2687,85770,88672,5710,4016,719,26282,783,3895,49494,2006,459
10502,4566,124843,95875,1907,111659,91974,4565,4853,98755,5761,1445,87446,1479,109684,26504,1374,85770,6259,86298,87197,181
10503,4567,112911,112897,8705,129937,106214,61695,101182,82641,98755,76153,68959,70064,87975,3259,5671,102517,109713,4006,26194,2476
10504,4569,107462,5463,3578,1006,66620,95705,76238,2402,4521,116987,128379,95875,4950,434,55073,104870,26688,5094,5692,77896
10505,4570,95875,53406,78557,2123,2687,4154,6012,8748,1216,91169,5465,1566,1940,86815,74450,114261,53460,48833,5145,86298
10506,4571,6209,7220,6838,57041,87761,104561,50583,5106,103228,81142,116539,6052,92106,110508,127264,5170,3889,96281,72344,103010
10507,4572,88028,2123,122851,121451,117478,69748,104392,106214,6209,57041,98072,6838,125545,26339,112800,73150,110627,460,82667,1117
10508,4573,82235,130622,5221,273,1006,83337,90960,58494,127857,73117,111659,89000,108046,8705,7942,4259,5611,3719,86815,127001
10509,4574,95875,1907,73017,783,83613,45517,7570,87446,8830,46972,6889,85770,87430,4200,86815,111659,7186,65682,588,4990
10510,4575,2123,71688,66352,5692,88028,78620,108160,108046,5408,53841,6797,100141,47701,81398,2952,79590,4613,74649,120518,128578
10511,4576,72156,104039,93709,121477,31026,8812,26125,130784,4990,85555,104076,2123,83337,80586,4579,4980,123107,122300,5459,110119
10512,4577,129337,111329,64983,60686,127626,79830,78557,4727,57709,85894,6186,118696,113073,8679,95705,97768,7229,2209,6567,2123
10513,4578,26101,60411,127264,83337,5485,106214,3004,117572,5221,8812,915,100270,4579,59840,2829,110116,59315,120102,59366,61467
10514,4579,117752,86785,5802,939,6546,129348,106214,116539,47918,117572,50641,2149,80779,80295,131250,82631,119950,5985,26101,84983
10515,4580,2808,65552,100579,117474,379,76130,110508,1383,1676,127292,2807,26569,113348,116758,63515,2012,93563,589,122264,8676
10516,4581,129348,4579,47918,106214,5094,120928,6546,52724,108953,88672,5985,86671,116600,65603,1216,6012,5802,5170,89222,80779
10517,4582,4853,67197,85770,68597,59016,69429,73017,103384,4855,7376,4162,454,66352,78218,26691,107028,118722,4677,459,86142
10518,4583,8812,6365,2472,111259,103010,5096,120518,99539,79592,6838,82631,94777,98607,98458,117630,6812,128580,81142,114721,5370
10519,4584,78557,2123,104076,95875,4990,86880,52806,8946,5221,783,6012,3821,110765,114945,7752,485,4184,83337,85770,130066
10520,4585,91937,131070,86298,130066,97988,89844,8705,656,65300,53161,69878,1703,5664,76082,1772,103659,6481,6266,85440,104226
10521,4586,60941,92422,8781,57709,1006,82235,5611,2340,80924,101952,89000,2475,5465,8669,5161,2676,8965,108046,539,85894
10522,4587,131122,130066,95705,70661,6788,86785,447,116441,5071,2943,94114,126510,117572,7037,5802,26577,110765,5518,1896,26108
10523,4588,8812,52106,8705,104392,88339,128578,81142,89896,90866,77896,1117,65660,88061,45175,98162,111946,26274,92106,4184,103420
10524,4589,4539,88061,121735,4658,79830,7229,3060,96569,31026,5377,92096,77896,91223,8647,131122,8748,5161,95705,8596,85440
10525,4590,5377,44717,43,118718,80701,5945,5161,1247,1363,31026,3505,8748,5802,73000,5221,294,915,26435,5804,719
10526,4591,5182,6857,7355,72356,102477,4016,115664,113997,4154,100141,53140,105746,86298,2968,92672,26236,93669,102517,78637,2092
10527,4592,71135,112138,86298,124857,85770,104076,108156,114552,45517,122861,106214,1216,8878,80586,88468,97988,588,1343,5462,103883
10528,4593,108156,95064,6812,98458,47918,87356,67197,70064,99539,88129,79224,111303,115166,2893,111946,145,4853,1216,103883,90738
10529,4594,75994,4103,60686,117358,8781,5001,66667,125271,108046,127626,85894,82235,5611,1507,107912,1006,57709,4727,50068,70817
10530,4595,45517,588,2687,73513,1907,1566,87446,6889,709,48319,111329,783,85770,69356,104076,1,123219,79580,1272,7306
10531,4596,58452,117527,104406,71693,97688,83592,84252,55245,71688,83920,82235,79590,230,95600,110535,26346,2906,130066,96401,109810
10532,4597,88028,88339,96227,8812,4539,113374,110326,90960,78557,97823,8900,813,88419,108046,88173,8705,47793,129348,82641,88672
10533,4598,5271,89586,109359,59044,88061,71688,48899,101352,58850,115111,69438,94900,88028,81152,4016,73117,76173,118458,54826,107312
10534,4599,89000,69429,26346,5611,1547,121300,89774,101952,2475,106072,81562,1216,109680,5221,4259,125207,57709,114013,106460,99014
10535,4600,626,2123,3821,95875,6889,709,45517,2687,25890,813,72124,112640,1566,108046,4631,108156,8694,783,364,78557
10536,4601,4631,117572,98217,117527,79590,109177,626,5518,126510,3855,125912,73826,76291,89016,83345,117586,82235,7220,8705,5221
10537,4602,85175,81398,6175,88028,60941,66352,109850,69136,6797,4608,95064,4610,53788,459,66302,117586,1432,43267,111946,59016
10538,4603,117752,117572,86671,5802,50641,71693,116859,60827,2331,92264,108427,4631,6546,103420,5040,86785,109177,90811,54193,5966
10539,4604,8900,108046,111946,83337,116539,71444,60941,66302,100141,2123,1547,59435,109000,908,61646,81398,50923,89016,85440,122851
10540,4605,8812,97823,8900,8705,26435,84799,79838,109177,82641,48899,124657,113370,66302,1749,25890,638,89016,8505,2779,88028
10541,4606,4003,83920,101415,101079,8705,7220,447,58452,130,86578,98217,7253,112066,119,99495,124657,3711,8812,2155,83337
10542,4607,90561,96569,1896,117586,80586,2943,2390,62718,70661,85894,99539,115166,4318,7322,130066,8824,53133,1216,86298,93210
10543,4608,101640,117478,102178,76238,60941,47918,106214,4613,5985,70817,88028,5170,5094,5802,1523,108156,116539,129348,6164,104231
10544,4609,4631,60941,89016,26346,117527,130066,116429,73117,88028,95705,58452,66718,2943,26448,85440,626,8900,7340,8705,87994
10545,4610,129937,88028,1377,8900,103,2906,90738,92507,117752,91981,26101,96227,950,59016,74156,111946,77896,90603,3197,106214
10546,4611,121300,66352,111946,85861,8812,1006,47918,2006,1216,459,25970,2123,66302,5985,6681,4184,2476,88028,4579,99600
10547,4612,44731,5465,3711,26111,119687,74706,2165,3461,44255,90478,8815,6594,88599,8693,44100,90572,1243,4782,7326,115348
10548,4613,129348,4579,106214,5985,82641,116539,76238,117752,108156,94777,5170,112171,70817,117572,47918,81398,6012,8720,88672,59154
10549,4614,5094,88672,89774,1216,89222,52724,23,47918,5985,86815,77682,6546,55955,25871,129348,49979,46770,5170,77896,5040
10550,4615,101880,539,82370,79769,101952,105709,114028,54190,67890,82680,88756,80924,105217,45940,69394,67508,83,60020,93450,88138
10551,4616,4970,8679,82641,129348,5094,117752,131250,5985,80779,129337,26194,76238,7287,116539,115907,70817,108156,88672,90870,86785
10552,4617,837,952,116807,116570,5548,115381,45517,8748,92867,83264,131027,54272,119615,95167,72692,1804,52287,4990,212,2625
10553,4618,70336,3889,8830,2402,3770,3300,88356,2021,84613,73168,4521,6333,26664,1907,3879,1373,7193,2522,1214,4990
10554,4619,68959,6033,8705,96227,8900,2649,108983,4990,5106,104076,128369,4679,105468,63859,114856,837,90960,122425,2092,60941
10555,4620,66302,88028,6164,108046,103873,59376,85770,129937,66352,111329,3197,7229,96227,101182,61695,81520,82744,112911,259,8812
10556,4621,94900,7220,117586,79590,84162,102443,95926,108156,83056,58452,82167,111040,6052,102039,83158,100161,70121,59366,90478,101058
10557,4622,4162,3895,7340,121300,8900,104076,109359,5221,5079,6012,8705,129784,783,4990,3821,52724,8694,25937,26479,473
10558,4623,104406,110765,158,68244,95705,58452,447,131122,88382,2155,86513,26577,109173,98217,121184,130066,70661,89016,111266,53133
10559,4624,49902,915,8705,85175,90960,26074,60289,3537,91749,54978,1235,74547,69448,80350,1216,73117,85369,8720,6546,70334
10560,4625,71057,95875,110508,6645,5459,5944,69118,3503,2181,1584,8591,86355,47384,1356,3326,5094,93952,172,6537,97988
10561,4626,47918,100312,8933,94777,61695,106214,92264,86785,5094,1658,1216,88065,73386,108775,3951,2472,56931,4843,89774,99728
10562,4627,117572,5188,50641,88382,130066,85987,101612,117752,129784,111632,82631,54193,80586,119563,58452,2331,26119,108499,939,86815
10563,4628,91805,106214,8812,126588,109359,83337,131122,1749,7249,93939,82235,90478,83920,7750,80779,7625,120132,85403,73117,98911
10564,4629,5985,102178,6531,112477,3259,45531,2912,90738,69729,107028,77896,81679,7287,115475,5094,4808,55116,108775,128534,1429
10565,4630,2123,66302,106214,71688,88028,108046,66352,81398,117586,4441,100141,110326,93669,128578,102749,3187,107458,83575,74266,59435
10566,4631,117572,86785,5221,117527,117752,131122,80295,626,73117,129348,73826,95705,82235,79929,86671,5802,84252,25890,50641,89016
10567,4632,81927,3427,933,6797,71057,88028,4441,259,102804,127262,111946,2367,25788,52712,106214,87260,74731,26172,4610,92507
10568,4633,1117,8812,94280,88672,120132,8705,90960,60231,69748,5485,82641,43899,90965,1749,91795,5465,66302,65315,536,67233
10569,4634,8812,8705,96569,112640,7220,112946,108046,6318,3672,73117,65277,100246,126510,112171,5729,113306,88028,98761,116181,113374
10570,4635,92264,6546,60827,117752,109177,1071,1658,47918,564,86785,25952,2331,2847,3045,5966,54193,108427,25743,26236,116600
10571,4636,67070,5904,107462,91981,72505,112800,4905,112911,5326,544,102178,7298,111946,65660,122799,83256,6311,109177,105865,6812
10572,4637,2123,6889,4162,783,108046,1907,95875,2687,4853,25890,111329,5621,2033,110553,115565,626,129337,104076,107137,31026
10573,4638,112640,6365,4618,60471,2021,47952,8865,4441,107462,73168,2723,114337,109713,26724,94018,104243,80363,96691,69748,3401
10574,4639,3719,79590,7750,6238,60128,95036,77421,83337,131122,106214,447,86316,4578,4570,4746,6432,43538,899,102039,96314
10575,4640,88028,96227,53406,111946,106064,88672,125545,90960,78557,82641,60941,83558,114376,7135,77353,106214,121451,66352,4889,25788
10576,4641,5518,447,117572,99539,26346,89016,2906,95926,26101,88028,80076,6202,130066,88382,131070,110535,74547,91112,26496,26577
10577,4642,26346,47165,86815,53133,112316,123312,128622,7316,98797,95705,691,86277,5685,230,110328,69336,3069,96401,916,2941
10578,4643,5094,77896,98755,89222,1216,5040,46770,96294,47918,45531,1591,4808,3464,23,1376,6099,112477,50003,5802,6546
10579,4644,588,53133,26346,26707,915,129857,71688,99539,131122,130066,98217,6404,1896,626,201,73170,90561,119563,6788,88991
10580,4645,80086,82308,6175,83163,126775,61035,26388,54262,71573,3895,8947,44255,120454,7521,97285,4093,90424,6809,69118,6838
10581,4646,71688,2123,66352,83337,8812,4579,5285,84446,81398,5767,8505,462,88028,459,66302,108046,70048,128578,5170,60941
10582,4647,5767,108095,92025,118458,98237,1117,65660,107028,72159,91981,106277,93888,88028,43,53406,114017,26236,635,121735,82641
10583,4648,47918,79238,3035,6546,7287,47054,8679,6049,69729,72885,6144,47239,126150,60827,122250,56607,91797,69118,99043,1069
10584,4649,5087,110673,80295,72698,116859,5685,6580,4154,107115,117527,107445,53161,117752,915,7567,84252,83158,58452,110765,2146
10585,4650,115565,47,65738,82744,544,5904,61697,6838,1004,92062,79547,67070,89840,107840,118350,6259,3728,99728,118274,82667
10586,4651,6546,2440,1523,77538,5094,87785,627,4579,47918,80405,101640,5170,129348,73150,90738,89222,5985,119950,4298,106214
10587,4652,2668,99014,61401,102125,2649,77561,7846,105811,127068,106245,100363,102880,3013,3400,76189,71152,93709,110553,88380,95510
10588,4653,58452,91795,87053,2155,6929,104406,6161,127264,70833,70703,100246,119950,112640,5671,6209,84613,103547,26504,59846,7384
10589,4654,1907,6889,588,104076,6333,87446,95875,60979,5803,656,7193,4990,6595,783,6141,45517,709,1566,72507,88356
10590,4655,81027,5162,4117,113632,125271,8812,60145,2476,5904,96227,4378,111946,5485,26197,94419,91914,120621,95875,5906,121300
10591,4656,2155,97823,104406,84090,68244,86513,89016,90561,73240,70661,2943,99539,109173,95705,3259,5071,112423,99317,6940,119629
10592,4657,83264,86298,64900,104076,588,73117,122851,99912,65277,5218,2893,8531,86068,124857,112788,6929,108156,3398,58452,65738
10593,4658,1216,5966,2149,5985,26194,77682,101952,113370,88672,5221,25890,78461,120928,106214,86815,92096,65603,3259,87047,69722
10594,4659,73117,85440,71688,60941,89016,26346,126510,98217,130066,88028,5221,96227,117572,117527,80076,8705,68653,108046,82235,109524
10595,4660,2687,97913,588,1566,709,25897,1970,119,783,1907,4154,4677,48,6889,4016,124843,8946,575,45517,44022
10596,4661,88028,1940,110326,111946,950,8812,5767,2476,100141,8505,8689,66302,1117,6476,8900,84252,4122,61937,81142,71638
10597,4662,588,87446,1907,6889,4853,113358,122859,109359,743,85770,88468,70697,5218,95875,119,3889,52245,84238,709,1566
10598,4663,915,117586,117527,82235,98217,2943,110765,88028,129784,95705,53161,110535,8705,73117,130066,26108,905,691,98797,79590
10599,4664,95705,131122,5802,82013,130066,91749,7316,83337,8693,73117,8705,94969,92182,915,78557,56152,115166,73590,26108,110320
10600,4665,8812,82667,90603,1153,8843,117478,8900,82711,74275,99014,76082,88028,2649,2947,66352,80947,111946,82274,108864,47477
10601,4666,100141,8812,88028,5221,76238,88061,81398,8900,26191,59922,78557,6344,89016,117618,111946,82641,54978,83558,5485,85175
10602,4667,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1
10603,4668,89554,106214,71688,8812,26346,83558,116539,98217,88028,5802,78557,5518,26101,73117,60411,85175,61467,83337,126184,84446
10604,4669,88028,89126,108046,112800,71688,117065,115556,1841,106214,114128,2123,69821,91981,128546,26448,5767,73150,82641,7249,120518
10605,4670,2687,71878,426,85770,78461,110503,6889,95875,117065,1907,4658,128634,588,62792,120518,109569,364,220,103249,102088
